ID,Delivery_person_ID,Order_Date,Time_Orderd,Road_traffic_density,Type_of_order
0x53e5,VADRES13DEL01,30-03-2022,8:40,2,1
0xd6a5,LUDHRES05DEL01,13-02-2022,16:10,3,1
0x3f7f,BANGRES11DEL03,3/4/2022,20:30,1,2
0x57bd,PUNERES01DEL03,25-03-2022,23:55,2,3
0x55d4,COIMBRES06DEL02,6/4/2022,0.833333333,1,2
0x3270,MYSRES01DEL02,19-03-2022,9:50,2,0
0xab70,PUNERES08DEL03,6/4/2022,19:45,1,3
0x748f,JAPRES19DEL02,8/3/2022,18:50,3,1
0xb61e,PUNERES19DEL03,11/3/2022,0.916666667,1,3
0x720d,SURRES01DEL03,3/3/2022,18:25,3,0
0xab01,MYSRES13DEL01,7/3/2022,9:50,2,3
0x17a7,RANCHIRES19DEL01,14-03-2022,22:50,2,3
0x1d0b,RANCHIRES11DEL01,24-03-2022,15:40,3,2
0xad45,CHENRES02DEL01,6/4/2022,23:40,2,1
0x2d49,JAPRES02DEL02,14-03-2022,20:15,1,0
0xcdbe,LUDHRES11DEL01,18-02-2022,23:55,2,0
0x525a,BANGRES13DEL03,6/4/2022,20:40,1,0
0x657,INDORES010DEL02,28-03-2022,10:25,2,0
0x8c0d,MUMRES12DEL01,6/4/2022,20:35,1,0
0x1975,PUNERES17DEL03,17-03-2022,23:10,2,0
0x355e,BANGRES19DEL03,5/4/2022,22:10,2,2
0x573e,HYDRES09DEL02,23-03-2022,17:15,3,2
0x19a3,SURRES19DEL03,21-03-2022,23:20,2,3
0xaee2,COIMBRES09DEL03,24-03-2022,21:30,1,3
0x68ee,INDORES04DEL03,13-03-2022,0.75,3,0
0x573f,SURRES15DEL02,1/4/2022,0.375,2,3
0x6c8f,COIMBRES07DEL02,19-03-2022,17:45,3,0
0x1d3b,INDORES07DEL03,21-03-2022,22:50,2,3
0x6dd1,COIMBRES17DEL02,12/3/2022,19:45,1,1
0x4dca,JAPRES17DEL02,28-03-2022,17:15,3,0
0xa5ef,INDORES13DEL02,31-03-2022,23:30,2,0
0x4ca7,JAPRES17DEL01,26-03-2022,14:20,0,0
0xe050,KOLRES01DEL02,18-02-2022,18:25,3,0
0x7c59,MUMRES11DEL02,18-03-2022,22:10,2,3
0x3cc6,MUMRES13DEL02,28-03-2022,8:40,2,1
0x38bc,BANGRES15DEL01,28-03-2022,9:50,2,1
0x367d,INDORES06DEL01,1/4/2022,0.458333333,2,0
0xb649,HYDRES18DEL03,5/3/2022,18:35,3,1
0xbafc,JAPRES06DEL02,7/3/2022,10:20,2,2
0xc333,ALHRES06DEL01,13-02-2022,11:20,0,3
0xcbba,GOARES12DEL01,14-02-2022,19:10,1,2
0xc5ec,KNPRES05DEL01,12/2/2022,0.833333333,1,0
0x849,JAPRES010DEL03,17-03-2022,19:15,1,0
0xaf23,PUNERES14DEL02,26-03-2022,17:25,3,0
0x8b02,VADRES13DEL01,1/3/2022,8:45,2,0
0x697e,HYDRES14DEL02,25-03-2022,21:15,1,1
0x6ae4,PUNERES03DEL02,17-03-2022,8:30,2,1
0x5117,SURRES15DEL02,31-03-2022,22:10,2,1
0x462a,BANGRES18DEL01,13-03-2022,13:45,0,2
0x6126,RANCHIRES20DEL02,20-03-2022,0.791666667,3,3
0xac98,MYSRES12DEL02,29-03-2022,21:25,1,2
0x4fa4,VADRES14DEL03,17-03-2022,22:25,2,1
0xa1ef,JAPRES12DEL02,21-03-2022,21:35,1,0
0x83df,MYSRES08DEL01,6/3/2022,0.958333333,2,0
0xe03b,AURGRES15DEL01,13-02-2022,10:15,2,0
0xa8c2,RANCHIRES20DEL01,6/3/2022,22:10,2,2
0x985f,INDORES15DEL02,20-03-2022,21:35,1,2
0x8e96,CHENRES03DEL03,1/4/2022,22:30,2,3
0x146e,JAPRES20DEL01,3/4/2022,8:15,2,1
0x88ae,BANGRES010DEL02,27-03-2022,21:35,1,0
0x3606,JAPRES07DEL01,7/3/2022,9:25,2,2
0x9e0a,SURRES15DEL02,18-03-2022,19:25,1,2
0x6e3d,RANCHIRES01DEL01,30-03-2022,15:40,3,0
0x796,INDORES18DEL02,30-03-2022,0.416666667,2,2
0x308d,COIMBRES18DEL02,2/3/2022,21:35,1,3
0x8887,JAPRES16DEL01,19-03-2022,14:30,0,0
0x1c97,BANGRES19DEL01,26-03-2022,12:20,0,0
0xc79e,AGRRES14DEL01,13-02-2022,13:45,0,0
0x7cbb,JAPRES010DEL03,30-03-2022,18:20,3,3
0x1303,COIMBRES06DEL01,8/3/2022,22:35,2,3
0x4649,VADRES07DEL02,19-03-2022,18:25,3,1
0x86b2,CHENRES17DEL01,19-03-2022,8:25,2,3
0x783c,RANCHIRES02DEL02,3/3/2022,17:50,3,1
0x8ddd,CHENRES08DEL01,11/3/2022,11:35,0,2
0xce64,DEHRES17DEL02,16-02-2022,22:40,2,0
0xa282,HYDRES16DEL03,26-03-2022,23:40,2,2
0xc63f,KOCRES12DEL03,16-02-2022,21:15,1,1
0x400f,MUMRES19DEL02,27-03-2022,22:20,2,2
0x3368,BANGRES14DEL01,1/4/2022,11:40,0,1
0x9c3e,MUMRES08DEL03,14-03-2022,23:30,2,2
0x85ff,MYSRES18DEL03,11/3/2022,20:10,1,3
0x1de5,BANGRES02DEL01,10/3/2022,22:25,2,0
0x93a0,INDORES06DEL03,1/4/2022,23:30,2,3
0xc3d,MYSRES07DEL03,15-03-2022,20:10,1,1
0x3b76,VADRES04DEL02,4/4/2022,21:45,1,0
0xa8a,RANCHIRES11DEL02,23-03-2022,18:10,3,1
0xc2bd,ALHRES18DEL01,11/2/2022,10:55,2,3
0x92bf,PUNERES20DEL03,2/4/2022,23:45,2,0
0x4074,JAPRES010DEL02,17-03-2022,10:55,2,0
0x220c,HYDRES18DEL03,30-03-2022,21:50,1,1
0xdc0f,KNPRES03DEL02,17-02-2022,22:10,2,2
0x2b2e,MYSRES02DEL03,15-03-2022,19:50,1,0
0x7f5d,CHENRES20DEL01,15-03-2022,0.541666667,0,2
0x7a46,MUMRES06DEL01,14-03-2022,19:45,1,3
0x1bbc,MUMRES05DEL01,20-03-2022,22:25,2,1
0x6d00,SURRES06DEL02,24-03-2022,10:55,2,2
0xf98,VADRES06DEL03,21-03-2022,23:20,2,3
0x58ee,INDORES14DEL01,15-03-2022,9:45,2,2
0x5f32,SURRES03DEL02,2/4/2022,21:40,1,0
0xa4ea,COIMBRES14DEL01,20-03-2022,22:15,2,2
0x6c51,JAPRES06DEL01,25-03-2022,20:35,1,0
0xbfae,KOLRES02DEL01,16-02-2022,22:30,2,1
0x71d3,CHENRES18DEL02,21-03-2022,20:25,1,2
0xd134,GOARES09DEL02,14-02-2022,18:50,3,0
0x37c2,PUNERES010DEL03,18-03-2022,19:35,1,2
0x7244,SURRES11DEL02,4/4/2022,18:20,3,2
0xb61c,INDORES010DEL02,18-03-2022,18:25,3,3
0x42f9,VADRES02DEL01,1/4/2022,15:20,3,2
0xc87f,KNPRES19DEL03,17-02-2022,0.958333333,2,2
0x69c1,MYSRES18DEL01,1/3/2022,13:10,0,3
0x4887,MYSRES02DEL01,20-03-2022,19:40,1,1
0x23b9,SURRES14DEL02,9/3/2022,10:50,2,2
0x7019,JAPRES010DEL02,16-03-2022,23:45,2,2
0xa601,VADRES09DEL01,31-03-2022,23:45,2,3
0xc954,KOLRES11DEL02,11/2/2022,11:25,0,2
0xaecd,JAPRES16DEL01,15-03-2022,13:20,0,2
0x8a93,RANCHIRES09DEL01,6/3/2022,23:45,2,0
0x2e65,SURRES01DEL01,12/3/2022,21:15,1,3
0xbf3,SURRES12DEL03,24-03-2022,0.875,1,1
0xe09a,AURGRES06DEL02,17-02-2022,11:20,0,3
0xdd47,KNPRES18DEL02,17-02-2022,11:20,0,2
0x184e,BANGRES14DEL03,6/3/2022,18:40,3,0
0xaa38,SURRES18DEL02,1/3/2022,11:50,0,0
0x285b,COIMBRES05DEL03,2/3/2022,21:25,1,2
0x1e48,INDORES09DEL03,17-03-2022,21:55,1,3
0xa94f,BANGRES05DEL01,14-03-2022,19:30,1,1
0x72d5,JAPRES19DEL01,24-03-2022,9:50,2,1
0x9b65,CHENRES03DEL01,8/3/2022,20:55,1,3
0xdbd8,ALHRES010DEL02,17-02-2022,9:45,2,1
0xb5d8,INDORES11DEL02,8/3/2022,18:55,3,2
0x5343,JAPRES01DEL03,4/3/2022,0.916666667,1,3
0x3f57,RANCHIRES17DEL01,26-03-2022,9:25,2,1
0x9222,JAPRES02DEL02,7/3/2022,20:15,1,2
0x2e96,MYSRES17DEL02,11/3/2022,0.791666667,3,0
0x254e,MUMRES16DEL01,30-03-2022,12:55,0,3
0x3e8a,RANCHIRES16DEL01,12/3/2022,20:25,1,2
0x6d0f,HYDRES03DEL02,6/4/2022,20:40,1,3
0x3de8,MUMRES16DEL01,6/3/2022,0.791666667,3,0
0x58be,COIMBRES04DEL03,3/3/2022,17:15,3,0
0x6899,CHENRES05DEL01,16-03-2022,18:50,3,3
0xca3a,LUDHRES12DEL01,18-02-2022,19:10,1,0
0xc6d7,GOARES16DEL02,16-02-2022,17:20,3,3
0x6c1f,BANGRES09DEL02,12/3/2022,17:35,3,3
0xa4ec,MYSRES06DEL03,8/3/2022,22:35,2,2
0x7e76,SURRES07DEL01,5/3/2022,9:15,2,3
0x435f,MUMRES15DEL02,6/4/2022,21:40,1,0
0xaa59,SURRES12DEL01,6/4/2022,20:40,1,0
0x963e,COIMBRES07DEL03,28-03-2022,20:50,1,0
0x574b,JAPRES05DEL03,15-03-2022,0.75,3,0
0xbfe1,KNPRES07DEL02,14-02-2022,0.916666667,1,1
0xb97d,INDORES12DEL01,6/3/2022,19:55,1,1
0x8f2d,SURRES05DEL02,27-03-2022,22:10,2,2
0xc0f4,KOCRES04DEL03,15-02-2022,22:40,2,1
0x9954,VADRES04DEL02,3/4/2022,22:35,2,1
0x7a76,JAPRES14DEL01,15-03-2022,9:20,2,3
0xce20,KNPRES20DEL01,13-02-2022,9:10,2,3
0x3fae,INDORES06DEL02,6/4/2022,23:55,2,1
0x1fc0,INDORES02DEL02,31-03-2022,18:35,3,3
0x4ec6,MUMRES14DEL02,9/3/2022,21:40,1,1
0x8747,MUMRES20DEL02,14-03-2022,19:10,1,3
0xd9de,AURGRES16DEL01,17-02-2022,0.5,0,2
0x2541,RANCHIRES09DEL01,20-03-2022,0.916666667,1,0
0x6bf0,MUMRES14DEL01,18-03-2022,22:55,2,3
0xa27e,MYSRES12DEL01,10/3/2022,21:55,1,3
0x8df9,MUMRES07DEL03,17-03-2022,20:50,1,1
0x3629,MYSRES09DEL02,23-03-2022,21:55,1,0
0x6c55,BANGRES18DEL03,1/3/2022,0.833333333,1,2
0x8ae5,RANCHIRES07DEL02,19-03-2022,8:15,2,1
0xce60,ALHRES16DEL03,15-02-2022,20:15,1,1
0x1c7d,JAPRES01DEL02,11/3/2022,8:10,2,0
0x3393,HYDRES02DEL02,27-03-2022,20:40,1,3
0x9ba9,SURRES08DEL01,13-03-2022,9:45,2,2
0x267e,CHENRES14DEL01,19-03-2022,12:30,0,1
0x9332,VADRES19DEL01,31-03-2022,22:30,2,1
0x70cb,COIMBRES010DEL01,17-03-2022,9:50,2,2
0x31f6,INDORES06DEL02,27-03-2022,19:20,1,1
0x2a0b,CHENRES01DEL01,3/3/2022,11:55,0,2
0x85d5,MUMRES13DEL01,9/3/2022,10:25,2,0
0x11cb,INDORES08DEL01,5/4/2022,0.541666667,0,0
0x8db7,BANGRES05DEL02,5/4/2022,18:35,3,2
0x1c40,MUMRES06DEL01,1/4/2022,9:20,2,0
0x4af0,PUNERES16DEL01,20-03-2022,22:55,2,3
0xcc9,VADRES010DEL03,3/4/2022,23:20,2,3
0xba9c,VADRES010DEL02,2/4/2022,22:20,2,0
0x6268,RANCHIRES01DEL01,17-03-2022,12:20,0,0
0x7e50,JAPRES11DEL01,14-03-2022,18:25,3,0
0xdab1,LUDHRES11DEL01,12/2/2022,17:30,3,2
0xc702,BHPRES15DEL03,18-02-2022,18:55,3,3
0xd712,GOARES19DEL01,18-02-2022,23:30,2,2
0x6e3a,COIMBRES09DEL02,13-03-2022,9:25,2,3
0x2e19,BANGRES07DEL01,17-03-2022,10:30,2,1
0x420e,JAPRES15DEL03,9/3/2022,17:40,3,1
0x2289,INDORES03DEL01,31-03-2022,20:10,1,3
0x83c8,HYDRES17DEL03,7/3/2022,17:10,3,3
0x9b0c,CHENRES14DEL02,13-03-2022,10:25,2,1
0x2c8e,SURRES06DEL03,1/3/2022,22:55,2,0
0x2506,MYSRES20DEL01,8/3/2022,18:20,3,3
0xcef7,ALHRES20DEL03,17-02-2022,0.875,1,0
0xd4ee,AGRRES18DEL02,12/2/2022,23:55,2,1
0xd70c,ALHRES19DEL03,16-02-2022,18:15,3,3
0xd2cc,LUDHRES04DEL03,18-02-2022,21:20,1,2
0xaa6d,HYDRES08DEL03,28-03-2022,23:30,2,1
0x4b53,MUMRES11DEL01,14-03-2022,0.791666667,3,2
0x3458,COIMBRES15DEL02,6/4/2022,17:35,3,1
0x6b38,PUNERES16DEL03,25-03-2022,17:35,3,1
0xa9ff,MYSRES17DEL01,31-03-2022,21:20,1,0
0x5ff2,INDORES11DEL02,5/4/2022,21:30,1,1
0xdd43,BHPRES08DEL01,11/2/2022,0.625,0,2
0x4f97,VADRES14DEL02,30-03-2022,0.75,3,3
0xb65a,CHENRES15DEL02,13-03-2022,19:50,1,2
0x4f32,HYDRES20DEL01,9/3/2022,11:40,0,1
0x2e9a,PUNERES02DEL03,12/3/2022,19:40,1,2
0x4f9e,MUMRES01DEL01,18-03-2022,20:25,1,3
0xcaeb,KOCRES11DEL03,15-02-2022,23:45,2,3
0x15cc,CHENRES01DEL01,21-03-2022,15:40,3,0
0x9850,INDORES010DEL03,8/3/2022,17:45,3,3
0x50ac,INDORES14DEL02,8/3/2022,17:45,3,1
0x7171,COIMBRES15DEL03,7/3/2022,19:40,1,1
0x93eb,PUNERES06DEL02,28-03-2022,9:35,2,0
0x39ea,MYSRES09DEL02,31-03-2022,19:45,1,1
0xa87b,VADRES14DEL01,8/3/2022,22:10,2,3
0x5253,JAPRES03DEL02,15-03-2022,18:20,3,0
0x5e9c,PUNERES11DEL02,12/3/2022,17:50,3,0
0x34fe,COIMBRES17DEL03,3/3/2022,22:35,2,1
0xad63,HYDRES09DEL01,16-03-2022,21:50,1,2
0xb9bd,JAPRES01DEL01,25-03-2022,22:50,2,2
0x9a6c,JAPRES07DEL02,8/3/2022,18:30,3,0
0xeec,PUNERES12DEL01,1/3/2022,10:35,2,0
0xca4e,DEHRES11DEL01,15-02-2022,16:25,3,0
0xd435,ALHRES15DEL03,16-02-2022,0.875,1,2
0x6cdd,INDORES18DEL03,28-03-2022,17:10,3,0
0xd833,GOARES04DEL01,17-02-2022,14:25,0,0
0xbfd8,AGRRES14DEL01,12/2/2022,18:35,3,3
0x853f,MUMRES13DEL01,9/3/2022,12:20,0,2
0xb378,VADRES08DEL03,25-03-2022,0.833333333,1,3
0x4777,JAPRES09DEL03,5/4/2022,22:10,2,1
0x7ca6,MYSRES02DEL01,1/4/2022,10:35,2,2
0x2a26,HYDRES05DEL01,2/4/2022,20:10,1,1
0x91d1,SURRES16DEL01,28-03-2022,15:10,3,0
0xd38f,GOARES07DEL01,17-02-2022,11:55,0,0
0x4b29,HYDRES17DEL02,5/4/2022,18:30,3,0
0xb266,PUNERES010DEL02,29-03-2022,17:20,3,1
0xb422,COIMBRES04DEL03,28-03-2022,21:10,1,1
0x5077,JAPRES08DEL02,5/3/2022,8:50,2,2
0x8937,BANGRES20DEL02,18-03-2022,20:45,1,3
0x1263,PUNERES010DEL02,23-03-2022,20:40,1,3
0x8c11,RANCHIRES04DEL03,11/3/2022,19:50,1,1
0xc208,AURGRES17DEL03,17-02-2022,0.75,3,1
0xbe35,BANGRES12DEL01,5/3/2022,14:50,0,1
0x7d9a,CHENRES16DEL02,28-03-2022,23:25,2,3
0x3ea7,COIMBRES02DEL01,13-03-2022,13:10,0,2
0xb1e2,VADRES19DEL03,3/3/2022,23:40,2,3
0x57c0,JAPRES01DEL03,5/4/2022,17:15,3,0
0x6283,COIMBRES09DEL01,23-03-2022,17:25,3,0
0xc40c,KOCRES08DEL01,14-02-2022,22:45,2,1
0x4e42,RANCHIRES14DEL01,19-03-2022,0.5,0,0
0xa51b,PUNERES17DEL01,13-03-2022,13:25,0,0
0x86bc,HYDRES01DEL01,7/3/2022,8:45,2,0
0x3fb3,MUMRES09DEL02,18-03-2022,19:30,1,2
0xc621,ALHRES02DEL01,11/2/2022,16:40,3,2
0xabe9,HYDRES07DEL01,24-03-2022,12:45,0,2
0xb4df,HYDRES03DEL02,2/4/2022,17:55,3,3
0xcd4f,KOLRES11DEL01,14-02-2022,18:25,3,1
0xce8c,KOLRES06DEL02,18-02-2022,20:25,1,0
0x9f70,PUNERES05DEL01,28-03-2022,10:15,2,2
0xa3b7,VADRES14DEL02,21-03-2022,0.791666667,3,3
0xc313,LUDHRES09DEL01,18-02-2022,19:35,1,1
0x8f6b,SURRES15DEL01,8/3/2022,23:20,2,2
0x9360,RANCHIRES15DEL02,25-03-2022,23:10,2,1
0xa2d6,SURRES09DEL02,3/4/2022,17:30,3,0
0x547d,BANGRES01DEL03,18-03-2022,19:40,1,1
0x752b,HYDRES04DEL03,3/3/2022,18:10,3,0
0x2ba4,JAPRES08DEL03,18-03-2022,17:40,3,3
0x28ee,MUMRES13DEL03,1/4/2022,22:25,2,1
0x8a28,JAPRES19DEL02,5/3/2022,10:20,2,0
0x6a64,MUMRES06DEL03,24-03-2022,18:20,3,2
0x1de8,MYSRES14DEL02,7/3/2022,22:25,2,1
0x47ba,HYDRES08DEL01,16-03-2022,19:40,1,3
0x2a63,PUNERES04DEL01,29-03-2022,21:10,1,1
0x3840,BANGRES03DEL03,16-03-2022,19:20,1,3
0xa84a,BANGRES06DEL03,1/4/2022,17:55,3,2
0xe239,LUDHRES16DEL01,11/2/2022,16:10,3,2
0x7e82,MYSRES04DEL01,30-03-2022,11:55,0,2
0x5e3f,SURRES010DEL03,1/4/2022,19:45,1,1
0xa8f5,SURRES02DEL01,16-03-2022,22:10,2,2
0x2429,MUMRES07DEL02,30-03-2022,21:35,1,0
0xd378,AGRRES19DEL02,16-02-2022,18:50,3,2
0x36aa,HYDRES19DEL02,16-03-2022,20:55,1,2
0x96c0,INDORES19DEL02,11/3/2022,11:50,0,0
0x3362,CHENRES19DEL01,29-03-2022,17:50,3,2
0x43fc,SURRES13DEL01,1/3/2022,9:30,2,0
0x4f11,SURRES15DEL01,23-03-2022,23:45,2,1
0x10d4,VADRES13DEL01,6/3/2022,17:15,3,3
0xd758,KOLRES15DEL01,13-02-2022,10:45,2,3
0x204a,INDORES04DEL03,1/4/2022,21:10,1,3
0x8579,JAPRES04DEL02,25-03-2022,20:50,1,2
0xad6c,CHENRES14DEL02,20-03-2022,22:40,2,2
0x83d4,PUNERES12DEL02,11/3/2022,9:40,2,2
0x9a36,HYDRES01DEL02,6/3/2022,21:20,1,1
0x44d9,MYSRES06DEL01,12/3/2022,0.75,3,1
0x6c63,HYDRES19DEL02,20-03-2022,19:30,1,1
0x25a0,SURRES02DEL03,17-03-2022,17:35,3,3
0x3bc4,INDORES08DEL01,19-03-2022,9:20,2,0
0xba6b,INDORES06DEL03,13-03-2022,18:35,3,0
0xaf41,COIMBRES01DEL01,7/3/2022,10:30,2,0
0xd75,BANGRES09DEL03,29-03-2022,20:45,1,0
0xc3cb,LUDHRES19DEL01,17-02-2022,11:50,0,0
0x4da2,RANCHIRES13DEL03,5/3/2022,23:35,2,3
0xda17,ALHRES01DEL03,12/2/2022,23:25,2,2
0xa211,BANGRES16DEL01,27-03-2022,19:50,1,3
0x6516,MYSRES15DEL01,3/4/2022,11:50,0,1
0x3309,PUNERES09DEL02,6/4/2022,17:35,3,1
0xce78,DEHRES13DEL02,12/2/2022,18:50,3,0
0x73dc,INDORES12DEL02,25-03-2022,21:35,1,0
0x6882,PUNERES07DEL02,23-03-2022,22:50,2,1
0xe252,GOARES14DEL01,13-02-2022,16:30,3,2
0xda86,KOCRES19DEL01,12/2/2022,17:25,3,1
0x5355,MUMRES12DEL01,11/3/2022,0.5,0,1
0x5d25,CHENRES08DEL02,6/4/2022,18:30,3,3
0x45af,INDORES04DEL02,16-03-2022,17:35,3,2
0xced5,BHPRES18DEL02,11/2/2022,10:15,2,1
0x576b,VADRES02DEL02,20-03-2022,0.791666667,3,3
0x2bcc,RANCHIRES02DEL02,18-03-2022,0.791666667,3,3
0xe09e,KOCRES13DEL02,11/2/2022,17:20,3,2
0xace0,RANCHIRES08DEL02,4/4/2022,23:55,2,3
0x4483,COIMBRES19DEL03,19-03-2022,22:35,2,2
0x990a,RANCHIRES18DEL01,2/4/2022,17:45,3,1
0x4be6,COIMBRES05DEL03,31-03-2022,23:30,2,1
0xb90a,SURRES07DEL02,13-03-2022,9:20,2,2
0x4ee8,CHENRES12DEL02,30-03-2022,23:20,2,0
0x7154,JAPRES15DEL01,20-03-2022,17:40,3,0
0x7ff2,INDORES15DEL02,15-03-2022,10:20,2,0
0x93fe,JAPRES14DEL01,23-03-2022,18:10,3,3
0x2cf0,COIMBRES17DEL03,9/3/2022,20:35,1,2
0x7fe8,SURRES11DEL03,17-03-2022,20:50,1,1
0x1f0c,BANGRES03DEL02,23-03-2022,18:10,3,3
0x263c,VADRES20DEL03,27-03-2022,23:20,2,2
0x72a9,PUNERES18DEL03,5/3/2022,20:50,1,3
0xafff,JAPRES18DEL03,24-03-2022,18:25,3,2
0xc310,AURGRES13DEL01,18-02-2022,20:40,1,3
0xabb6,MUMRES04DEL03,8/3/2022,20:10,1,2
0x82c5,MYSRES06DEL01,24-03-2022,8:35,2,3
0x9e4b,INDORES02DEL03,13-03-2022,17:10,3,0
0xa446,HYDRES20DEL02,4/3/2022,18:40,3,0
0x261b,MUMRES01DEL02,10/3/2022,22:10,2,2
0x7cc8,INDORES01DEL02,19-03-2022,10:25,2,2
0x31cf,BANGRES04DEL02,4/4/2022,19:55,1,0
0x2416,PUNERES15DEL03,25-03-2022,18:45,3,0
0x734f,HYDRES05DEL02,1/4/2022,23:45,2,1
0x81a9,MYSRES11DEL03,4/3/2022,21:55,1,1
0x90a4,SURRES17DEL02,13-03-2022,10:10,2,0
0x62a9,HYDRES01DEL03,27-03-2022,17:35,3,3
0xaf83,COIMBRES01DEL02,28-03-2022,0.791666667,3,2
0x9026,MUMRES05DEL03,5/4/2022,23:20,2,0
0x12fd,RANCHIRES16DEL02,28-03-2022,8:25,2,0
0x8f21,JAPRES16DEL01,23-03-2022,22:20,2,3
0x84dd,CHENRES14DEL02,3/3/2022,11:20,0,2
0xdf03,KOCRES09DEL02,15-02-2022,10:15,2,2
0xa386,VADRES03DEL01,3/4/2022,12:10,0,1
0x30c9,COIMBRES14DEL01,15-03-2022,12:15,0,1
0x417f,VADRES01DEL01,4/3/2022,18:25,3,0
0x7b9b,BANGRES13DEL03,29-03-2022,17:40,3,1
0xa18d,COIMBRES16DEL02,3/3/2022,0.916666667,1,3
0x8877,VADRES09DEL01,4/4/2022,19:20,1,2
0x9b7a,VADRES14DEL02,25-03-2022,22:40,2,1
0xcd64,BHPRES16DEL02,12/2/2022,20:45,1,0
0x3d8f,JAPRES11DEL01,6/4/2022,18:25,3,1
0xb0f9,SURRES20DEL01,11/3/2022,16:35,3,3
0x86b6,JAPRES20DEL02,1/4/2022,17:40,3,2
0x98fe,MUMRES03DEL01,9/3/2022,10:50,2,2
0x612c,INDORES13DEL03,30-03-2022,20:20,1,3
0x68fd,VADRES010DEL03,21-03-2022,17:30,3,0
0xde77,KNPRES06DEL02,12/2/2022,20:10,1,2
0x49e2,VADRES11DEL03,5/3/2022,0.833333333,1,0
0xd297,AGRRES16DEL01,17-02-2022,14:30,0,3
0x3e8d,COIMBRES17DEL01,16-03-2022,18:55,3,2
0x54e9,VADRES010DEL02,3/3/2022,0.5,0,3
0x6853,COIMBRES09DEL01,4/4/2022,22:50,2,0
0xd653,AGRRES16DEL01,11/2/2022,8:55,2,2
0x19b6,INDORES15DEL03,16-03-2022,22:30,2,2
0x6b0e,COIMBRES12DEL01,6/4/2022,23:20,2,3
0xcf8d,AGRRES13DEL02,14-02-2022,18:30,3,1
0x795c,HYDRES03DEL02,14-03-2022,17:50,3,3
0x1207,MUMRES19DEL03,21-03-2022,22:30,2,2
0x7117,MYSRES03DEL01,20-03-2022,23:50,2,0
0x7daf,BANGRES15DEL01,30-03-2022,16:25,3,0
0xc356,LUDHRES18DEL02,15-02-2022,23:15,2,1
0x638a,COIMBRES01DEL02,23-03-2022,19:35,1,0
0x91f0,MUMRES11DEL01,15-03-2022,15:50,3,0
0x7708,BANGRES07DEL01,27-03-2022,18:25,3,1
0x5b3e,MYSRES05DEL01,12/3/2022,0.833333333,1,1
0x6ad0,INDORES01DEL02,21-03-2022,11:10,0,2
0x77ab,VADRES12DEL01,18-03-2022,18:35,3,3
0x3f3e,COIMBRES04DEL03,11/3/2022,20:45,1,0
0x7938,MUMRES12DEL01,24-03-2022,13:20,0,3
0xde1b,AGRRES03DEL02,14-02-2022,23:55,2,1
0xaa04,CHENRES05DEL02,27-03-2022,0.875,1,0
0x2025,BANGRES010DEL02,7/3/2022,23:35,2,2
0x4c3f,MYSRES18DEL03,14-03-2022,22:40,2,3
0x8587,RANCHIRES03DEL02,8/3/2022,18:40,3,3
0xce36,DEHRES17DEL03,18-02-2022,19:10,1,3
0xe026,DEHRES04DEL01,11/2/2022,15:30,3,0
0x1a1b,COIMBRES01DEL01,9/3/2022,8:50,2,0
0x30b2,HYDRES02DEL02,11/3/2022,20:15,1,2
0xa530,BANGRES20DEL01,1/3/2022,15:40,3,3
0x9400,HYDRES15DEL01,17-03-2022,10:30,2,0
0x6229,SURRES08DEL01,12/3/2022,20:20,1,1
0x6940,SURRES18DEL03,3/3/2022,20:45,1,3
0x3bde,MUMRES11DEL02,29-03-2022,23:30,2,0
0x4995,COIMBRES08DEL03,13-03-2022,23:50,2,2
0x21ad,INDORES07DEL01,9/3/2022,16:55,3,2
0x46c9,JAPRES16DEL02,27-03-2022,22:30,2,2
0xc8f6,BHPRES19DEL02,14-02-2022,18:20,3,2
0x46a2,JAPRES14DEL03,14-03-2022,22:10,2,1
0xae44,INDORES06DEL01,25-03-2022,23:20,2,0
0x9c56,VADRES02DEL03,7/3/2022,18:25,3,2
0x71b4,MUMRES09DEL03,12/3/2022,22:20,2,1
0xa0c4,BANGRES06DEL01,21-03-2022,9:50,2,2
0x5d60,CHENRES03DEL02,25-03-2022,20:20,1,3
0x9cdc,HYDRES13DEL03,15-03-2022,17:25,3,2
0x99e1,PUNERES03DEL03,28-03-2022,21:35,1,1
0x118d,JAPRES02DEL01,11/3/2022,10:55,2,0
0x89c0,CHENRES14DEL02,14-03-2022,22:35,2,0
0x31d9,INDORES20DEL02,6/3/2022,17:20,3,3
0x2a54,COIMBRES11DEL03,11/3/2022,17:35,3,1
0x9be7,PUNERES09DEL02,3/3/2022,20:45,1,3
0xae73,BANGRES18DEL01,9/3/2022,11:15,0,3
0xc999,GOARES12DEL01,17-02-2022,14:50,0,3
0x4c38,BANGRES04DEL01,3/3/2022,0.541666667,0,1
0x12ff,CHENRES19DEL02,23-03-2022,22:35,2,3
0xca56,KOCRES07DEL02,14-02-2022,18:35,3,1
0x99a1,RANCHIRES19DEL01,19-03-2022,10:45,2,1
0xac5e,INDORES20DEL01,20-03-2022,22:25,2,1
0x395f,JAPRES17DEL02,26-03-2022,8:50,2,3
0x5b64,MYSRES18DEL01,1/4/2022,11:40,0,1
0x1fd5,MUMRES12DEL02,6/3/2022,17:55,3,1
